name,avg,marks,exam
a4caad5d8c5a6f893d8c3d6a4c6ed3dc,4.475198412698413,31,False
9824f6017d06963fa092e108694ced19,4.42609126984127,44,False
b2f33509997422933c2c99348385f68d,3.5125,15,False
6b738f33e159910bb1b2240a6152851c,4.2625,23,False
7ce2e0ac8b2ede881c65d8b60aa55b7d,4.146875,21,False
b437e70c64c6ef0c35d310762c69028f,3.6020833333333333,18,False
9ee36592f891f1ec5a956633ac5e4491,4.25,20,False
ee2e9a7173cee82d38de94b4478f219e,4.466269841269842,27,False
762191854aff3030d0746c537fa25ce5,4.392857142857142,21,False
515dea602dfe374dbe2098b4cff44a97,4.537946428571429,31,False
918f89c25787dda8138e5ec29f461b12,4.543303571428572,35,False
6a401fc73d281f123cd5b66367af18ef,3.0770833333333334,23,False
b4411d1af1c3646a7783408ad68816f3,2.9523809523809526,23,False
0788400ed6bdd96448005cfe58a3541a,4.357142857142858,33,False
bf7ed584a44e1ab60faabda489e35f9d,3.697222222222222,23,False
869a5231e726fd75c03177ca99aec910,4.324404761904762,20,False
f19c6817c86df4ecea95274b94d178da,4.5046875,34,False
96c85f7d9e6829fb763532b5971d3d92,4.195436507936508,24,False
11f960f29213688834620ca605438aee,4.172991071428571,25,False
a24dffebbc21190905f8491aee6f552e,4.234375,24,False
49a29f23e149a9ba3d966dd93649a344,3.6604166666666664,20,False
5b3d65340ba45c3491ac723a4de7b3ce,4.2351190476190474,20,False
5b7bf1c05d862640cea3707c991b9314,4.029166666666667,22,False
13a6235bc4077ae47b12f1e8f7b44c02,3.7839285714285715,22,False
f92c07e1358249a9f0ace27883376359,3.6875,26,False
e60e217121faa7b0a98354533bbf7c41,3.375,6,False
31ea9ba00710bc7c87bebaf6c24aeb8c,3.75,7,False
0446d3a2b4e16f8dbc6f3336482d35d3,2.5,6,False
6f0b35932ea749bca7e56476af9ceb8b,3.583333333333333,6,False
0903a50dfef75535d0c840bae0917eb6,3.0,6,False
4a515f3c03eb6b4b7b18e7bb9fd3d5f1,3.5,4,False
93b768b88ac6ff97ecaa37137a377353,3.5,4,False
f652778c5be25740e483f1c0e9a123db,3.0,2,False
f1ba7f3eec2857bf161d07f9439be6f4,2.4166666666666665,4,False
0d34faa0c541676358d0d91862cfb06e,2.541666666666667,5,False
1cf77de5bbaf57ac5a82cd451f42040c,2.25,4,False
3eaf85ddc251fbcc2376529a11a2af74,3.5,4,False
fe7488605f08a87b9d61d16954b82ea9,3.75,7,False
511997ce647bb1a55dac6ac09b6c5716,2.25,3,False
28db9f6194988e508d4b9fb4f429a5f1,3.375,4,False
6fc56401e2e27c6fa7ee0b2d605b56a5,2.604166666666667,7,False
e50abc9dabf75424f0b45a393eebaf4e,3.7,8,False
1a686e5ec5a14fa6c9b85c32a2664fd0,3.6875,6,False
911129d31bb01444c6bbc9e1efba848b,3.6875,7,False
e60e217121faa7b0a98354533bbf7c41,3.8583333333333334,14,False
31ea9ba00710bc7c87bebaf6c24aeb8c,4.261904761904762,17,False
0446d3a2b4e16f8dbc6f3336482d35d3,2.775,14,False
6f0b35932ea749bca7e56476af9ceb8b,4.267857142857142,19,False
0903a50dfef75535d0c840bae0917eb6,3.4642857142857144,15,False
4a515f3c03eb6b4b7b18e7bb9fd3d5f1,4.229166666666666,15,False
93b768b88ac6ff97ecaa37137a377353,4.226190476190476,16,False
f652778c5be25740e483f1c0e9a123db,3.4535714285714287,15,False
f1ba7f3eec2857bf161d07f9439be6f4,3.229166666666667,17,False
0d34faa0c541676358d0d91862cfb06e,3.5,12,False
1cf77de5bbaf57ac5a82cd451f42040c,2.65625,13,False
3eaf85ddc251fbcc2376529a11a2af74,3.7797619047619047,16,False
fe7488605f08a87b9d61d16954b82ea9,4.25,17,False
511997ce647bb1a55dac6ac09b6c5716,2.9729166666666664,12,False
28db9f6194988e508d4b9fb4f429a5f1,4.21875,14,False
6fc56401e2e27c6fa7ee0b2d605b56a5,3.1875,15,False
e50abc9dabf75424f0b45a393eebaf4e,4.339285714285714,18,False
1a686e5ec5a14fa6c9b85c32a2664fd0,4.357142857142858,20,False
911129d31bb01444c6bbc9e1efba848b,4.357142857142858,18,False
c1aacbadf1a38034ac0930428bb68fff,3.962053571428571,20,False
a57d8f1aef7b74d097df68f9bd06e322,3.8726190476190476,27,False
6180e825789e7ae364aee32dc9317e82,4.384375,25,False
f9e0d9fd1e0afb9b08919b32b3f68cea,3.948611111111111,29,False
3352e95a2ec0ee9a293cc870cd32a00e,4.782738095238095,28,False
3bf7bb78d00f8e715c26468723c13059,4.638825757575757,36,False
cb38c8cbdd1b60a72604d6f5e0c3b02d,3.7203125,23,False
b629338c705c6337b9849eb74996b9e0,4.763988095238095,25,False
7a45173aa29f06e9c826a8a598c87917,4.633482142857143,26,False
31e4273d0f0868bc93fc4ed15adb8ae8,3.777281746031746,29,False
6926826db224cd670b3f3d016eabd6d2,3.9072916666666666,21,False
f216d91d20aa7bd83dc9eac709439992,3.7916666666666665,25,False
8cf13e88ced413b3744d70209e1251d4,3.1285714285714286,23,False
55db4b4893174032bfe0d630639ea9e5,2.9686011904761904,24,False
87e3f5906af991b464f40c260d3a3f56,3.778125,18,False
ce0b035182bc42f7444e47d1ea0239ef,4.692708333333333,20,False
a6723a5d3c748fcc65b8aecfda56ec1d,3.633928571428571,21,False
76b8ea731d293b61c26e00ca8282d502,3.8744791666666667,19,False
7a8b09f616dd7b9d7f0916208571cc4d,3.8625,23,False
3ae8aac64c0222dcec94acc25c14807e,3.859375,10,False
0435f0713156ca8dd306cd761b176f79,3.939732142857143,29,False
0318fac201f2310da568eb2ead2bc71a,3.8552083333333336,21,False
c8e3c516715628595ca0a1d364726aae,3.9229166666666666,17,False
5986cbd9b0a5d1fea5c476b1635f66df,3.7959325396825396,28,False
