name,avg,marks,exam,fin_avg,absent,num_5,num_4,num_3,num_2
f918936b21f6e73fa3fa717fcb91dd83,4.554861111111111,36,False,4.6328125,3,19,13,4,0
89ba7d54f1c54ec30e3f1d72c09d7f2c,3.597005208333333,38,False,3.484375,7,4,17,14,3
b49fe8c02c04c589ceaf7fe405b129b5,4.155729166666667,31,False,3.46875,9,2,14,13,2
ca6e69b062ff81a221d5616bd6153bf9,3.326822916666667,36,False,2.96875,13,1,7,19,9
ecdc90303da2bb3869905378aaec0494,3.353385416666667,37,False,2.8359375,4,0,7,16,14
303ba31b711c1cc44ee4d7163e5735af,3.25625,26,False,3.28125,32,3,12,8,3
cc374b1cd45d1de981d34ffc7f177cbd,4.796949404761905,31,False,4.984375,13,20,11,0,0
36122047f1eca5195038e8f92fe6603b,4.720721726190476,29,False,4.578125,13,17,9,3,0
06cdbf039036af3518ae5c662be90ba2,3.4179563492063494,35,False,2.875,11,4,10,15,6
9333ce6604fb0d3f282053af87702fff,2.7625,12,False,2.75,32,0,0,4,8
b48f1f62d9dff634ad820233c82d9dfe,4.0984375,32,False,3.484375,13,5,16,10,1
d8105036f67526f12efa591aa239cf88,4.630208333333334,38,False,4.5078125,4,13,21,4,0
73bde23bd6600bcac410398cd040b392,3.0891493055555554,30,False,3.375,21,2,12,11,5
da8f55753c50b7ce5864472b28282366,4.72421875,36,False,4.46875,5,17,14,5,0
518a45cc991260794b3911773b5d6e2a,3.209114583333333,35,False,2.8515625,8,1,7,17,10
87b932ecb87d914ad451c5dfb8b9011f,4.235416666666667,37,False,4.125,5,7,14,14,2
204ff99a59ee8c67e1764665b1463ac3,4.533333333333333,31,False,4.9296875,19,20,10,0,1
4026e9c7b6ef3d886517ab42c9b91c32,4.088169642857142,33,False,4.0546875,23,3,19,8,3
eaeafcc9981650b5cc0588e0748fc384,3.914285714285714,38,False,3.286458333333333,8,7,18,7,6
94496e3292a61b803f10da463f94214a,3.3732886904761905,42,False,3.6015625,2,4,10,24,4
33bfc6c1eeb0ef1a42e45dc81554f867,3.3709449404761904,34,False,3.9921875,7,6,16,9,3
479dbd4aaaba2cfe13d945818b6d0c7f,4.010267857142857,29,False,3.6276041666666665,13,8,11,8,2
c23c6f3afb47830b08149d42d869a330,2.9421875,30,False,2.78125,26,0,3,16,11
3b3c8a199a894db6a0c6154d0344f67a,3.4791666666666665,27,False,3.09375,15,1,7,14,5
42e5721032d609f656bb9119d564e3f0,3.5,8,False,3.5,6,1,4,3,0
abccda2ef17a56d2e9c38f377c299ddc,3.3735119047619047,35,False,3.375,5,0,18,16,1
4fb03b262b48cacde790a99a81a91469,3.9,14,False,4.125,8,2,8,4,0
21fa78d4afc2a4b1c808265abb3074f3,4.170486111111111,34,False,4.0,22,11,21,2,0
21d69a152c703dcd1abe7e8b277f7d22,3.0,3,False,2.75,29,0,0,3,0
6792909bbdd98ce074d2104764e53eb8,2.60625,26,False,2.96875,35,0,1,16,9
0782771c4a35face6f3a359f46389fec,4.723958333333334,36,False,5.0,12,24,12,0,0
f0c55d7d8947e517cb67511dfcffeaf0,4.331845238095238,28,False,4.0,14,6,22,0,0
78e5a8095b243ce7476b8799bb2f98d0,4.813988095238095,33,False,5.0,17,28,5,0,0
2ae6be7766e92f41ceb5306fa04028ad,2.8363095238095237,34,False,3.265625,13,0,9,13,12
ca8b5397a015e0f01e70bfb95744b7b2,2.921875,26,False,3.0,23,0,2,19,5
00ef8c8eb1b89ef6048a15dad6d2f605,2.542512175324675,42,False,2.671875,6,0,2,18,22
89d15f0c52218b58a4a6e1ee5550f5a4,2.5791666666666666,36,False,2.9375,11,0,2,20,14
d5a67af060cf092edd6f3e5e082498bd,4.041666666666666,15,False,4.0625,18,2,11,2,0
68f7f13af8b3464c2ab4aaa16adce85a,2.8697916666666665,32,False,2.9375,20,0,4,19,9
153b1a732110be8d75e6d439e25569d6,3.028298611111111,32,False,3.0,18,2,8,16,6
302854f15bb1df8c9656851e22c8a92a,3.271651785714286,39,False,3.375,17,0,20,16,3
f41e018147609a256bf877dde415873b,3.7381696428571427,40,False,3.96875,16,1,29,9,1
aee43503fa43bc98f068c8ebe39afbb1,4.255059523809524,31,False,4.0,20,8,21,2,0
bdda2f968776f578c2ae270216027e82,4.747767857142858,32,False,5.0,15,24,8,0,0
73ac61fd95f22f0df4a6fed5b2cf2f72,3.5767857142857142,37,False,3.03125,17,1,14,20,2
0037c702b24c2db817084a47cf5dd959,0,0,False,0,1,0,0,0,0
e6a14b8dbf6d63684a0a17ebe3577429,3.0229166666666663,44,False,2.84375,15,2,14,22,6
d6edc0ff186a270e8baa869e539b51da,3.7732142857142854,34,False,3.9375,7,8,17,7,2
b8bed71c966620285a8d7788502eea15,3.82109375,25,False,3.9375,38,2,15,6,2
58e37aec4855934efb6bd8d536c9c0cb,3.954947916666667,35,False,3.6041666666666665,10,3,18,11,3
870c67de411de329ad0e5e6c41c96c70,2.8063988095238095,25,False,2.75,38,0,1,14,10
4f18d71321d74c805f4e78d1d1124824,3.1227864583333336,35,False,3.5625,14,7,10,17,1
ddca75d930a65128bb0dd61c91567069,2.7851190476190477,24,False,2.625,56,0,2,18,4
0d02080495fbbfaccaf40a7ad91546ab,3.0299479166666665,26,False,3.0,19,0,7,15,4
249d793529071a478fa209b7573cc489,4.50859375,29,False,4.625,31,22,7,0,0
6889bfcb7048f29556f8c3e7e1c5d08b,4.213541666666667,27,False,4.25,24,14,12,1,0
96e787cbe64bf62fd5f7733baf652e7b,4.8132440476190474,23,False,4.5,3,12,10,1,0
fae6a1924e8bc29e2b2fe8c81ab5b67a,3.5624627976190473,41,False,2.9375,12,5,13,17,6
9e1e2c480b1f917aac6e5023778b584c,4.002604166666667,34,False,4.0,17,3,28,3,0
2066c2a374d3e3ef02a94b9db224f47f,3.170089285714286,41,False,2.6875,1,4,13,17,7
9100bfb39dc60c32bda0c5c5ab0ef26c,2.8827380952380954,29,False,2.6666666666666665,38,0,2,14,13
3dae8afa7820e606274f3384e6e59671,3.2895833333333337,24,False,3.416666666666667,34,0,11,11,2
f21af954c8b06405ad739ef8fbe85647,2.642931547619048,32,False,2.75,20,0,2,21,9
cbc3e6c02b3d212ecf0b96afdcc3949d,2.844072420634921,44,False,2.6875,4,3,2,24,15
05e29e5bdee1c1002e1f8820ffed1a62,3.020200892857143,28,False,3.5,18,2,8,14,4
ded3c80ba89517065039b6dbe4076c8f,4.250124007936508,46,False,4.3125,3,18,26,1,1
