name,avg,marks,exam
a4caad5d8c5a6f893d8c3d6a4c6ed3dc,4.375,11,False
9824f6017d06963fa092e108694ced19,4.375,8,False
b2f33509997422933c2c99348385f68d,4.208333333333334,10,False
6b738f33e159910bb1b2240a6152851c,4.375,10,False
ec1ad45f1c12d39dc29921b064c098db,4.375,6,False
7ce2e0ac8b2ede881c65d8b60aa55b7d,4.375,8,False
b437e70c64c6ef0c35d310762c69028f,4.208333333333334,10,False
9ee36592f891f1ec5a956633ac5e4491,4.375,10,False
ee2e9a7173cee82d38de94b4478f219e,4.375,7,False
762191854aff3030d0746c537fa25ce5,3.75,6,False
515dea602dfe374dbe2098b4cff44a97,4.375,8,False
918f89c25787dda8138e5ec29f461b12,4.375,9,False
6a401fc73d281f123cd5b66367af18ef,4.125,9,False
b4411d1af1c3646a7783408ad68816f3,3.875,8,False
0788400ed6bdd96448005cfe58a3541a,4.375,8,False
bf7ed584a44e1ab60faabda489e35f9d,4.125,9,False
869a5231e726fd75c03177ca99aec910,4.375,8,False
f19c6817c86df4ecea95274b94d178da,4.375,9,False
96c85f7d9e6829fb763532b5971d3d92,4.375,7,False
11f960f29213688834620ca605438aee,4.375,6,False
a24dffebbc21190905f8491aee6f552e,4.125,9,False
49a29f23e149a9ba3d966dd93649a344,3.875,7,False
5b3d65340ba45c3491ac723a4de7b3ce,4.375,9,False
5b7bf1c05d862640cea3707c991b9314,4.375,6,False
13a6235bc4077ae47b12f1e8f7b44c02,4.125,8,False
f92c07e1358249a9f0ace27883376359,3.875,6,False
29c0a7f6272fd5644d5f490192b9f751,2.5,2,False
e60e217121faa7b0a98354533bbf7c41,3.4375,12,False
965f375780dd499b942e9be873b34ca9,4.270833333333334,11,False
30ef5219651ad5e8c2782febcf5bec4c,2.525,9,False
31ea9ba00710bc7c87bebaf6c24aeb8c,3.678571428571429,11,False
bde8d16fd7dd6f85b50e83d6f2fcb7dc,2.696428571428571,14,False
0446d3a2b4e16f8dbc6f3336482d35d3,2.121875,14,False
6f0b35932ea749bca7e56476af9ceb8b,3.625,12,False
0903a50dfef75535d0c840bae0917eb6,2.552083333333333,20,False
4a515f3c03eb6b4b7b18e7bb9fd3d5f1,3.1999999999999997,10,False
93b768b88ac6ff97ecaa37137a377353,3.6875,10,False
f652778c5be25740e483f1c0e9a123db,3.05,11,False
f1ba7f3eec2857bf161d07f9439be6f4,2.890625,13,False
0d34faa0c541676358d0d91862cfb06e,3.039285714285714,13,False
b107353826a863090cd086d418bbf9fb,2.857142857142857,11,False
