name,avg,marks,exam
a4caad5d8c5a6f893d8c3d6a4c6ed3dc,4.276785714285714,16,False
b2f33509997422933c2c99348385f68d,4.025,12,False
762191854aff3030d0746c537fa25ce5,3.802083333333333,13,False
515dea602dfe374dbe2098b4cff44a97,4.34375,19,False
6a401fc73d281f123cd5b66367af18ef,3.5892857142857144,17,False
869a5231e726fd75c03177ca99aec910,3.8041666666666667,12,False
f19c6817c86df4ecea95274b94d178da,4.204365079365079,20,False
96c85f7d9e6829fb763532b5971d3d92,3.783333333333333,13,False
49a29f23e149a9ba3d966dd93649a344,3.689285714285714,16,False
5b7bf1c05d862640cea3707c991b9314,4.1726190476190474,14,False
13a6235bc4077ae47b12f1e8f7b44c02,4.261904761904762,15,False
f92c07e1358249a9f0ace27883376359,3.2142857142857144,17,False
9824f6017d06963fa092e108694ced19,3.338888888888889,19,False
6b738f33e159910bb1b2240a6152851c,3.5208333333333335,14,False
7ce2e0ac8b2ede881c65d8b60aa55b7d,3.513888888888889,17,False
b437e70c64c6ef0c35d310762c69028f,3.123015873015873,16,False
9ee36592f891f1ec5a956633ac5e4491,3.4375,14,False
ee2e9a7173cee82d38de94b4478f219e,3.638888888888889,15,False
918f89c25787dda8138e5ec29f461b12,3.4246031746031744,16,False
b4411d1af1c3646a7783408ad68816f3,3.5,17,False
0788400ed6bdd96448005cfe58a3541a,4.255952380952381,17,False
bf7ed584a44e1ab60faabda489e35f9d,3.3854166666666665,14,False
11f960f29213688834620ca605438aee,3.6944444444444446,16,False
a24dffebbc21190905f8491aee6f552e,3.25,15,False
5b3d65340ba45c3491ac723a4de7b3ce,3.6111111111111116,15,False
31ea9ba00710bc7c87bebaf6c24aeb8c,0,0,False
0446d3a2b4e16f8dbc6f3336482d35d3,0,0,False
6f0b35932ea749bca7e56476af9ceb8b,0,0,False
0d34faa0c541676358d0d91862cfb06e,0,0,False
1cf77de5bbaf57ac5a82cd451f42040c,0,0,False
3eaf85ddc251fbcc2376529a11a2af74,0,0,False
511997ce647bb1a55dac6ac09b6c5716,0,0,False
28db9f6194988e508d4b9fb4f429a5f1,0,0,False
e50abc9dabf75424f0b45a393eebaf4e,0,0,False
1a686e5ec5a14fa6c9b85c32a2664fd0,0,0,False
e60e217121faa7b0a98354533bbf7c41,3.75,14,False
0903a50dfef75535d0c840bae0917eb6,2.986111111111111,17,False
4a515f3c03eb6b4b7b18e7bb9fd3d5f1,3.0555555555555554,18,False
93b768b88ac6ff97ecaa37137a377353,3.0,18,False
f652778c5be25740e483f1c0e9a123db,3.416666666666667,12,False
f1ba7f3eec2857bf161d07f9439be6f4,3.403409090909091,19,False
fe7488605f08a87b9d61d16954b82ea9,3.048611111111111,17,False
6fc56401e2e27c6fa7ee0b2d605b56a5,3.0,20,False
911129d31bb01444c6bbc9e1efba848b,3.59375,16,False
31ea9ba00710bc7c87bebaf6c24aeb8c,4.15625,17,False
0446d3a2b4e16f8dbc6f3336482d35d3,3.125,16,False
6f0b35932ea749bca7e56476af9ceb8b,3.6875,18,False
0d34faa0c541676358d0d91862cfb06e,2.96875,16,False
1cf77de5bbaf57ac5a82cd451f42040c,2.928571428571429,11,False
3eaf85ddc251fbcc2376529a11a2af74,4.375,19,False
511997ce647bb1a55dac6ac09b6c5716,4.15,14,False
28db9f6194988e508d4b9fb4f429a5f1,3.238095238095238,13,False
e50abc9dabf75424f0b45a393eebaf4e,4.263888888888889,17,False
1a686e5ec5a14fa6c9b85c32a2664fd0,4.392857142857142,17,False
6180e825789e7ae364aee32dc9317e82,4.25,15,False
3bf7bb78d00f8e715c26468723c13059,4.199404761904762,16,False
