name,avg,marks,exam,fin_avg,absent,num_5,num_4,num_3,num_2
42e5721032d609f656bb9119d564e3f0,3.0,2,False,4.0,1,0,0,2,0
abccda2ef17a56d2e9c38f377c299ddc,3.6333333333333333,11,False,4.0,2,0,7,4,0
4fb03b262b48cacde790a99a81a91469,3.0,3,False,3.25,4,0,1,1,1
21fa78d4afc2a4b1c808265abb3074f3,4.333333333333334,7,False,4.125,6,2,5,0,0
21d69a152c703dcd1abe7e8b277f7d22,3.6666666666666665,3,False,3.25,9,0,2,1,0
6792909bbdd98ce074d2104764e53eb8,3.7,10,False,3.75,10,2,4,3,1
0782771c4a35face6f3a359f46389fec,4.9,11,False,4.875,5,10,1,0,0
f0c55d7d8947e517cb67511dfcffeaf0,4.625,8,False,4.75,4,6,1,1,0
78e5a8095b243ce7476b8799bb2f98d0,4.8,8,False,4.875,8,6,2,0,0
2ae6be7766e92f41ceb5306fa04028ad,2.75,8,False,3.0,4,0,0,6,2
ca8b5397a015e0f01e70bfb95744b7b2,3.1714285714285717,12,False,3.0,5,0,3,8,1
00ef8c8eb1b89ef6048a15dad6d2f605,3.125,11,False,3.0,1,0,1,10,0
89d15f0c52218b58a4a6e1ee5550f5a4,2.833333333333333,9,False,3.0,2,0,1,5,3
d5a67af060cf092edd6f3e5e082498bd,3.166666666666667,4,False,3.75,7,0,1,3,0
68f7f13af8b3464c2ab4aaa16adce85a,2.958333333333333,10,False,3.0,8,0,2,6,2
153b1a732110be8d75e6d439e25569d6,3.375,9,False,3.625,5,1,3,4,1
302854f15bb1df8c9656851e22c8a92a,3.9333333333333336,8,False,4.0,3,2,4,2,0
f41e018147609a256bf877dde415873b,3.4375,12,False,3.625,5,1,6,3,2
aee43503fa43bc98f068c8ebe39afbb1,4.5,10,False,5.0,4,5,5,0,0
bdda2f968776f578c2ae270216027e82,4.5,10,False,4.625,4,7,1,2,0
73ac61fd95f22f0df4a6fed5b2cf2f72,3.729166666666667,14,False,4.0,1,2,8,2,2
0037c702b24c2db817084a47cf5dd959,0,0,False,0,0,0,0,0,0
e6a14b8dbf6d63684a0a17ebe3577429,3.9375,17,False,4.0,3,2,11,4,0
d6edc0ff186a270e8baa869e539b51da,4.4375,19,False,4.5,1,8,7,1,3
b8bed71c966620285a8d7788502eea15,4.625,18,False,4.75,7,11,5,2,0
58e37aec4855934efb6bd8d536c9c0cb,4.0625,17,False,4.0,5,2,11,4,0
870c67de411de329ad0e5e6c41c96c70,3.3083333333333336,14,False,3.5,9,0,5,8,1
4f18d71321d74c805f4e78d1d1124824,3.8273809523809526,16,False,3.75,2,1,13,2,0
ddca75d930a65128bb0dd61c91567069,2.716666666666667,12,False,2.5,12,0,1,4,7
0d02080495fbbfaccaf40a7ad91546ab,3.571428571428571,16,False,3.75,3,0,11,4,1
249d793529071a478fa209b7573cc489,4.8428571428571425,14,False,5.0,7,10,4,0,0
6889bfcb7048f29556f8c3e7e1c5d08b,4.625,17,False,4.75,7,11,6,0,0
96e787cbe64bf62fd5f7733baf652e7b,4.928571428571429,14,False,5.0,0,12,2,0,0
fae6a1924e8bc29e2b2fe8c81ab5b67a,3.7285714285714286,19,False,3.25,2,2,8,6,3
9e1e2c480b1f917aac6e5023778b584c,4.541666666666667,15,False,4.25,9,5,8,2,0
2066c2a374d3e3ef02a94b9db224f47f,3.7222222222222223,21,False,4.0,0,3,10,8,0
9100bfb39dc60c32bda0c5c5ab0ef26c,2.392857142857143,15,False,2.5,7,0,0,6,9
3dae8afa7820e606274f3384e6e59671,3.9642857142857144,16,False,4.0,9,0,15,1,0
f21af954c8b06405ad739ef8fbe85647,3.2261904761904763,15,False,3.0,12,0,2,10,3
cbc3e6c02b3d212ecf0b96afdcc3949d,2.802083333333333,19,False,3.0,0,0,3,11,5
05e29e5bdee1c1002e1f8820ffed1a62,3.8705357142857144,17,False,4.0,4,1,12,3,1
ded3c80ba89517065039b6dbe4076c8f,4.313492063492063,20,False,4.65,0,10,5,4,1
af0541c86db3b8833f68b03f87939088,4.95,12,False,5.0,10,11,1,0,0
fae144a17df324ec77c84d8b3b296203,3.583333333333333,20,False,4.25,2,2,12,3,3
81f847584f70e8d935183c3bcc8f614e,3.75,4,False,4.0,14,1,1,2,0
b7ac752522eedd941241658b959058de,4.0,8,False,4.0,8,2,4,2,0
a414774e68b9b00fb850dfeb97f7700c,0,0,False,0,0,0,0,0,0
7dca6bf9e08413f528aa8e3bd7145437,0,0,False,0,0,0,0,0,0
726c7ed689895949a334ea43eb575588,2.0,5,False,2.0,0,0,0,0,5
f9978552790897e973818371156a7a0a,4.625,8,False,3.75,11,5,1,1,1
8eeb9e9c3d584cf9ab06f9b3409009d4,4.275,10,False,3.875,10,6,3,1,0
62a389ff40b5f07adf29162ca36b37ec,3.75,12,False,4.0,2,3,5,4,0
b15b686ccba07dad6e66f8af53af447a,3.2142857142857144,12,False,3.75,7,2,3,6,1
a60704352b1493e9e4561dc581a415e1,4.666666666666667,12,False,4.25,8,7,3,2,0
71a5675c4e59902a5c195decbc365644,4.95,20,False,5.0,4,19,1,0,0
578342bbe80a1edf3af389afaef97955,5.0,14,False,5.0,5,14,0,0,0
831afe768050cab9849a8798e9e9eab0,4.783333333333333,13,False,4.875,3,8,5,0,0
9067f0500e32f5a90996699f12376ac7,4.742857142857143,13,False,4.75,6,9,2,2,0
d1aae74ed5479cdaf584814e23e6a33f,4.416666666666667,11,False,4.625,11,7,3,0,1
36e2db6862ebb4fd769f0ad00a8e55e3,4.964285714285714,14,False,5.0,11,13,1,0,0
407e2e22ba3df5e798aaa3371655c8d2,3.25,12,False,3.0,11,0,3,7,2
9a19a4829e3c96483991d38ca5f70c49,4.833333333333333,10,False,4.75,8,7,2,1,0
e9e2bf0833cc7ab6037e0ce4fc12bbf9,4.958333333333333,16,False,5.0,9,15,1,0,0
a94c3e090a7ba42ee97609bcbe445bf4,4.705357142857142,13,False,4.125,6,9,2,2,0
4f1f808b9e15dc7d044ae977a64ab2d3,4.65,11,False,4.75,7,9,1,1,0
fabc945b89840eda8e6b026e5ee4fdfa,4.041666666666666,14,False,4.0,4,5,6,2,1
f04f26186f53cd2ebd7c677d15836297,3.9,15,False,4.0,3,4,6,4,1
bf8c29ef32ab5bc890003be509455416,4.854166666666667,12,False,5.0,4,9,3,0,0
7917529895ad624c8362875f547bcf02,3.7083333333333335,9,False,3.75,14,0,4,5,0
f307e1ae7b394bba8df231f4128fbdd8,4.875,15,False,5.0,3,13,1,1,0
3c4f13e9b56f19379641a2f9f8902131,4.9375,9,False,5.0,9,8,1,0,0
3dfb0495cf63f6aa25fc5876dc978d3e,3.1,11,False,3.0,11,0,5,3,3
a82182397f71c0e607269d4fa9b2041e,4.858333333333333,13,False,5.0,6,10,3,0,0
6190774db670cc0545602a739cc3c0f5,4.7,9,False,4.625,8,6,2,1,0
a2d9c82c516e88729a0cd1d0fcf4d130,4.9375,10,False,4.875,7,9,1,0,0
d1d56f09927416b41b53613ee058ea89,4.416666666666667,12,False,4.0,5,5,6,1,0
1d5c9220fd04ee6f58668389fe6d4072,3.708333333333333,15,False,3.75,6,3,5,6,1
92dad094bb3f24a16036f54e868d492c,3.3,10,False,3.0,1,2,0,7,1
0023f75ba5f954a7c66169d17a06ea3a,4.333333333333334,12,False,4.0,1,5,6,1,0
a3af6c76f41db18e337d6799429562ee,3.8,9,False,3.875,3,1,5,3,0
6f22760d08b168eb07735313521567db,4.033333333333333,11,False,4.0,1,2,7,2,0
6b616d408f099f54e03a0fd2973178af,3.708333333333333,7,False,3.125,4,2,1,4,0
49d7656fd3576c0ed4b7cf4db3886e59,4.025,9,False,4.0,2,1,7,1,0
8419c38890ec79eee8ac99dd1feab973,4.300000000000001,10,False,4.0,1,3,7,0,0
82d0336359980e1b1c8e781ec8f06ac9,4.25,12,False,4.0,2,3,9,0,0
d9c0a5f30027a24d60c6dffdca3795db,4.733333333333333,11,False,5.0,2,8,3,0,0
2ad7fdf6ea2f48de5210a5ca5a2faa65,3.375,9,False,3.0,1,1,2,5,1
a27d22c63cfeb3ef0dd481c15f474c43,4.514285714285714,12,False,4.75,3,6,6,0,0
8389fb252bd9a94c8ee0be746879b4eb,3.875,9,False,4.125,3,1,6,2,0
734918ebfa0b035f39459e24c610d21c,4.25,8,False,4.0,6,2,6,0,0
c23d6434b504b719a21f0dfdf95e1bc1,4.128571428571429,12,False,4.0,0,3,7,2,0
a26ed5349f39bc8726f832b058060923,4.716666666666667,11,False,4.875,0,8,3,0,0
00f9e4e5fb13e9285b144c149d9b5e49,4.2,11,False,4.125,2,4,5,2,0
20551f05e7448317544ffb6c89f7e0f2,3.6833333333333336,11,False,3.0,2,2,5,3,1
de3c9ca5d162c379a4af4a58d4d0ea09,4.633333333333333,11,False,4.875,2,7,4,0,0
a5ed0444d9af7977d13348e1a7e94010,4.25,9,False,3.875,0,2,7,0,0
c9f30b6afd5dea2e89461287d5df5365,4.3,10,False,4.0,0,3,7,0,0
b89b03d377866dde184f2f15fbeaae1f,3.175,9,False,3.0,2,1,1,6,1
d413b25e74e8f579448121a50e6ef7f0,4.1,10,False,4.0,0,2,7,1,0
c6908e74a1b55536a71e696682d73de6,0,0,False,0,0,0,0,0,0
363a4bb41788d627f70b8fe862ef4053,0,0,False,0,0,0,0,0,0
889822d1f6c197da75ff4ee5dabea0d5,3.15,11,False,3.25,1,0,3,8,0
751ee6c81082fab84330c4b335c7ae74,4.4,11,False,5.0,7,8,3,0,0
997f575b99d815afef302c26f9909b89,4.816666666666666,12,False,5.0,7,8,4,0,0
0da80f1770787b170d0f1b5a39551adb,3.375,6,False,3.625,11,0,2,4,0
409fb230033a0ee15c65684c42e37385,4.083333333333333,7,False,4.0,7,2,4,1,0
459c189f9b5ee975a21d78faf7329073,3.9642857142857144,15,False,4.0,0,4,7,3,1
c62fc1f5143f905c86cce8b0ddfc1732,4.2,8,False,4.0,2,2,6,0,0
7bf07718625307fcffabcae2c80d5c87,3.875,10,False,4.0,8,1,7,1,1
d397e656df932032df3e04efd6dd7db5,2.9583333333333335,12,False,3.0,0,0,1,9,2
a029ff874f16acf9c6e7996e3f50a0ca,3.958333333333333,10,False,3.9166666666666665,1,2,6,1,1
5404ea0d679f249a53a01b7776208d14,3.35,10,False,3.75,1,1,4,5,0
a28aa05cc21bc3ad59a488064f6a14cf,3.8125,11,False,3.75,1,1,6,3,1
96a1aad1a505e0786f404180ac5d3dd6,3.7,10,False,4.0,3,0,7,3,0
7d097e62f8320df4bfc0702ba2ad576b,3.3333333333333335,10,False,3.25,6,3,2,4,1
ff1cdf0ebdea5cde0bc1c9c30f1b03d4,4.75,9,False,4.75,13,6,3,0,0
a3efda984d8f59980d46cdd99a759fe9,3.6333333333333333,8,False,4.0,5,0,5,3,0
6f287d56bb69e151bf5a302f359990d4,4.166666666666667,12,False,4.0,1,3,8,1,0
8430f9cb03a649bf8f668e5575d8464c,4.225,10,False,4.25,4,4,6,0,0
1bd6dde986af8f7f23da770ac98ac968,3.9,12,False,4.0,1,1,8,3,0
76cf94b014d6a982cd78570ae11113cc,3.979166666666667,11,False,4.0,6,2,7,2,0
43140ae13199187502980ae113dbf2a1,4.25,9,False,3.75,5,4,4,1,0
f001f382bf1b54a96a08119dbaa5feb4,0,0,False,0,0,0,0,0,0
a417549b5976e826db8b6994ec1623e9,3.375,13,False,3.25,5,1,3,8,1
dae62999eb3c0eefa338a89b6f695bfe,4.214285714285714,15,False,4.75,5,7,7,1,0
7cc6bd3bf18cf0c2e1599c8f3b1eb938,4.03125,16,False,4.0,2,2,8,5,1
4694e7e21b0efc6b92f66f1b9226660d,4.5625,16,False,4.25,4,4,12,0,0
85b5aeea6471a6cb070ef93d050ffa54,3.9583333333333335,14,False,4.0,4,1,11,2,0
3184136da8792cafc26a33e90f8f1fd8,4.928571428571429,14,False,5.0,5,13,0,1,0
9fec7c299421bce20fcc63258c333016,3.7797619047619047,14,False,3.75,8,0,10,2,2
29bd451ef214d7d762bcee8153dde513,3.892857142857143,13,False,4.0,8,1,9,2,1
037baad829ece85325a148976f8e10b7,4.739583333333333,15,False,5.0,7,9,5,1,0
4c32546a308ec8baff66256890f68707,4.772321428571429,17,False,5.0,2,12,3,2,0
f4ae3bebf1e898bd081d43efe621b79d,3.9583333333333335,13,False,4.0,5,1,10,2,0
d9add04b1a2e120ca6404de2641f8cc7,3.2738095238095237,14,False,3.75,5,0,8,5,1
f00afb520377b23d79542c1635d69f69,4.892857142857142,15,False,5.0,1,12,3,0,0
ab653192306d01da31020aa2294ae82b,3.994047619047619,14,False,4.0,6,2,10,2,0
b1c989240363751c41e5c759fd45ae25,4.767857142857142,12,False,5.0,12,7,5,0,0
71ac53b9ad70eaaf321b7f3201a96ac0,4.059523809523809,15,False,4.0,7,3,7,3,2
1bb897236999513f5e9b4e9fea24d7ca,3.767857142857143,13,False,3.25,10,0,9,3,1
a7ae232e8acc7c20a4adac0dad8cd666,2.9642857142857144,14,False,3.0,3,0,0,13,1
60114c863639f4a01bfeaec256df6cd5,4.927083333333333,16,False,5.0,4,14,2,0,0
86299d0f06f1e5f0c8cea045ee033208,3.8229166666666665,15,False,3.75,2,0,10,5,0
8058b72aec1c89e572310eb9a9c69540,3.0277777777777777,18,False,3.0,2,0,1,17,0
1ad1e6e44d6863fe0524019124755155,3.9916666666666667,12,False,4.0,11,1,10,1,0
9d5a69ed582741f2515107e67857f747,3.8095238095238093,14,False,4.0,7,1,7,6,0
b72ec7924393e0d71664e3b7924413b7,3.75,15,False,4.0,7,3,3,8,1
f8f75507d759952099c9331b4ddb3d09,4.0,2,False,0,4,0,2,0,0
db0a134de4c303a06b9382c992afb9a4,0,0,False,0,0,0,0,0,0
53157167446d0bfddf4e8308cb880504,4.607142857142858,10,False,4.75,5,4,6,0,0
2eb78b683fabce0350b99608fe5e84ff,4.042857142857143,13,False,4.25,0,5,6,1,1
3a3ab7488bb01b75b0e25b7901e53251,4.964285714285714,15,False,5.0,3,14,1,0,0
f72fca72ab53347670cd26c9504c890c,4.133928571428571,13,False,4.25,0,3,10,0,0
549aef61403781f0d377a1da11d2bc50,4.75,11,False,4.75,5,6,5,0,0
3388e87e3899094591d1c04dd59a658f,4.3,10,False,4.0,2,5,3,2,0
668d4b7acc830c191bfcab404cc3fa84,4.833333333333333,13,False,4.75,8,10,2,1,0
7c8f8c688d663508054bbb5470b0f1b2,4.720238095238095,15,False,4.75,3,8,7,0,0
4a436ff2f0b7119c6fb5c4da120ab4c5,4.8,11,False,4.75,5,9,0,2,0
693d632059500fd672c7f899ab3e895f,4.694444444444445,16,False,4.25,0,9,6,1,0
ef32887906f5487d666920a4bfc9668c,4.791666666666666,10,False,5.0,6,7,3,0,0
395e9590a14cc0dc2e9a0930423c8f6d,3.2666666666666666,12,False,3.75,1,3,1,6,2
c6f634b95b0d2c0331287f86a7b45c45,4.814285714285714,13,False,4.75,0,9,4,0,0
ddbb14a7e450dd3af364636049b1a854,4.0,13,False,4.0,3,2,9,2,0
6d7f2977a68041957384d367732cac14,5.0,13,False,5.0,2,13,0,0,0
19b93bbd3b85c75f899aa23eabbfbd38,4.041666666666667,10,False,3.75,1,4,3,3,0
0a218c7b1c00b6207dc9d56c218c1dcf,4.95,15,False,5.0,2,14,1,0,0
b2cab7b65e45c2a37d3e234616a59c96,4.714285714285714,14,False,4.75,3,9,4,1,0
66647b16005dc8d944ba2d5e82b82187,4.741666666666667,13,False,4.75,5,9,3,0,1
fec5e0566fecf11aa4011f267b47f4fc,4.571428571428571,12,False,4.25,3,6,4,2,0
c89168707b16dfa4ad1865cdbba42b37,4.866666666666667,10,False,5.0,5,8,2,0,0
fc87e2f81efc0ad0339cc03d57ad36ee,4.85,9,False,4.75,8,6,3,0,0
c49fd3e3bc4b295eaf3410b670249136,4.576190476190476,15,False,4.75,2,9,5,1,0
e0f81d3f7c94193974c80270886beb44,4.828571428571428,18,False,4.75,0,14,2,2,0
