name,avg,marks,exam
a4caad5d8c5a6f893d8c3d6a4c6ed3dc,4.5375631313131315,36,False
9824f6017d06963fa092e108694ced19,4.23015873015873,33,False
b2f33509997422933c2c99348385f68d,2.7958333333333334,15,False
6b738f33e159910bb1b2240a6152851c,4.340029761904763,29,False
7ce2e0ac8b2ede881c65d8b60aa55b7d,3.4098214285714286,23,False
b437e70c64c6ef0c35d310762c69028f,3.0339285714285715,21,False
9ee36592f891f1ec5a956633ac5e4491,4.166666666666666,21,False
ee2e9a7173cee82d38de94b4478f219e,4.513095238095238,28,False
762191854aff3030d0746c537fa25ce5,3.6982142857142857,17,False
515dea602dfe374dbe2098b4cff44a97,4.15,21,False
918f89c25787dda8138e5ec29f461b12,4.1398809523809526,28,False
6a401fc73d281f123cd5b66367af18ef,2.5385416666666667,19,False
b4411d1af1c3646a7783408ad68816f3,2.994791666666667,23,False
0788400ed6bdd96448005cfe58a3541a,4.651785714285714,30,False
bf7ed584a44e1ab60faabda489e35f9d,3.175595238095238,26,False
869a5231e726fd75c03177ca99aec910,3.8671875,23,False
f19c6817c86df4ecea95274b94d178da,4.403645833333334,23,False
96c85f7d9e6829fb763532b5971d3d92,3.19375,15,False
11f960f29213688834620ca605438aee,3.474702380952381,25,False
a24dffebbc21190905f8491aee6f552e,3.559126984126984,27,False
49a29f23e149a9ba3d966dd93649a344,3.0218749999999996,19,False
5b3d65340ba45c3491ac723a4de7b3ce,3.625,20,False
5b7bf1c05d862640cea3707c991b9314,3.794642857142857,26,False
13a6235bc4077ae47b12f1e8f7b44c02,3.59375,24,False
f92c07e1358249a9f0ace27883376359,3.2,21,False
e60e217121faa7b0a98354533bbf7c41,3.6041666666666665,8,False
31ea9ba00710bc7c87bebaf6c24aeb8c,3.5416666666666665,11,False
0446d3a2b4e16f8dbc6f3336482d35d3,3.4625,10,False
6f0b35932ea749bca7e56476af9ceb8b,3.2142857142857144,10,False
0903a50dfef75535d0c840bae0917eb6,2.333333333333333,10,False
4a515f3c03eb6b4b7b18e7bb9fd3d5f1,3.125,8,False
93b768b88ac6ff97ecaa37137a377353,3.0,6,False
f652778c5be25740e483f1c0e9a123db,3.125,6,False
