name,avg,marks,exam
a4caad5d8c5a6f893d8c3d6a4c6ed3dc,4.84375,29,False
9824f6017d06963fa092e108694ced19,4.664434523809524,26,False
b2f33509997422933c2c99348385f68d,3.868303571428571,18,False
6b738f33e159910bb1b2240a6152851c,4.501388888888888,27,False
ec1ad45f1c12d39dc29921b064c098db,4.2875,17,False
7ce2e0ac8b2ede881c65d8b60aa55b7d,4.120535714285714,17,False
b437e70c64c6ef0c35d310762c69028f,3.640625,17,False
9ee36592f891f1ec5a956633ac5e4491,4.797916666666667,23,False
ee2e9a7173cee82d38de94b4478f219e,4.84375,33,False
762191854aff3030d0746c537fa25ce5,4.84375,20,False
515dea602dfe374dbe2098b4cff44a97,4.6875,21,False
918f89c25787dda8138e5ec29f461b12,4.75625,22,False
6a401fc73d281f123cd5b66367af18ef,2.533333333333333,19,False
b4411d1af1c3646a7783408ad68816f3,2.788392857142857,23,False
0788400ed6bdd96448005cfe58a3541a,4.632738095238095,25,False
bf7ed584a44e1ab60faabda489e35f9d,4.768402777777778,22,False
869a5231e726fd75c03177ca99aec910,4.605654761904761,24,False
f19c6817c86df4ecea95274b94d178da,4.84375,31,False
96c85f7d9e6829fb763532b5971d3d92,4.652083333333334,16,False
11f960f29213688834620ca605438aee,4.7359375,19,False
a24dffebbc21190905f8491aee6f552e,4.828125,23,False
49a29f23e149a9ba3d966dd93649a344,4.004464285714286,21,False
5b3d65340ba45c3491ac723a4de7b3ce,4.699404761904762,23,False
5b7bf1c05d862640cea3707c991b9314,4.3,23,False
13a6235bc4077ae47b12f1e8f7b44c02,4.26467803030303,27,False
f92c07e1358249a9f0ace27883376359,4.678571428571429,34,False
29c0a7f6272fd5644d5f490192b9f751,2.4,5,False
e60e217121faa7b0a98354533bbf7c41,4.602678571428571,23,False
965f375780dd499b942e9be873b34ca9,4.736458333333333,20,False
30ef5219651ad5e8c2782febcf5bec4c,2.625,12,False
31ea9ba00710bc7c87bebaf6c24aeb8c,4.794270833333333,21,False
bde8d16fd7dd6f85b50e83d6f2fcb7dc,3.7447916666666665,18,False
0446d3a2b4e16f8dbc6f3336482d35d3,3.583333333333333,19,False
6f0b35932ea749bca7e56476af9ceb8b,4.692931547619048,21,False
0903a50dfef75535d0c840bae0917eb6,4.625,20,False
4a515f3c03eb6b4b7b18e7bb9fd3d5f1,4.563888888888889,23,False
93b768b88ac6ff97ecaa37137a377353,4.180208333333333,18,False
f652778c5be25740e483f1c0e9a123db,4.732886904761905,20,False
f1ba7f3eec2857bf161d07f9439be6f4,3.9717261904761902,19,False
0d34faa0c541676358d0d91862cfb06e,4.260267857142857,23,False
b107353826a863090cd086d418bbf9fb,3.9125,18,False
3eaf85ddc251fbcc2376529a11a2af74,4.83125,21,False
87174434642ddc550184c11286f246f3,3.925967261904762,21,False
02299f48e9a8cfca527369871fb114f4,3.4052083333333334,21,False
fe7488605f08a87b9d61d16954b82ea9,4.808333333333334,17,False
511997ce647bb1a55dac6ac09b6c5716,3.9125,20,False
28db9f6194988e508d4b9fb4f429a5f1,3.377083333333333,19,False
6fc56401e2e27c6fa7ee0b2d605b56a5,3.0520833333333335,19,False
9945da9a4beaa7f68a9849a4873837e4,4.730654761904762,22,False
e50abc9dabf75424f0b45a393eebaf4e,4.665178571428571,21,False
1a686e5ec5a14fa6c9b85c32a2664fd0,4.796875,27,False
911129d31bb01444c6bbc9e1efba848b,4.84375,21,False
a57d8f1aef7b74d097df68f9bd06e322,4.229166666666666,15,False
70c1b7dd2ae902940131a651f9630ca9,2.541666666666667,10,False
586b2c86781dc1c5ab1fe5966c1a50b2,4.4171875,19,False
f9e0d9fd1e0afb9b08919b32b3f68cea,3.1880208333333333,20,False
3352e95a2ec0ee9a293cc870cd32a00e,4.8375,18,False
3bf7bb78d00f8e715c26468723c13059,4.054166666666667,24,False
cb38c8cbdd1b60a72604d6f5e0c3b02d,3.770833333333333,12,False
b629338c705c6337b9849eb74996b9e0,4.791666666666667,19,False
7a45173aa29f06e9c826a8a598c87917,4.184375,18,False
4e92bfc92c7a78196e05d2b79dd5a236,2.291666666666667,7,False
31e4273d0f0868bc93fc4ed15adb8ae8,3.982291666666667,22,False
6926826db224cd670b3f3d016eabd6d2,3.3208333333333333,18,False
f216d91d20aa7bd83dc9eac709439992,3.3859375,23,False
8cf13e88ced413b3744d70209e1251d4,3.7388392857142856,17,False
707f318f283b1c67d388076c8f72fe1d,0,0,False
566333a2bb31d83a5bcf9066d3d9c820,3.3479166666666664,18,False
3b1225c5fe50ecfcb7a74e9acf957837,2.8515625,16,False
87e3f5906af991b464f40c260d3a3f56,3.321428571428571,22,False
ce0b035182bc42f7444e47d1ea0239ef,4.709821428571429,21,False
a6723a5d3c748fcc65b8aecfda56ec1d,3.8203125,17,False
76b8ea731d293b61c26e00ca8282d502,3.411458333333333,15,False
7a8b09f616dd7b9d7f0916208571cc4d,4.717559523809523,24,False
3ae8aac64c0222dcec94acc25c14807e,3.828125,14,False
0435f0713156ca8dd306cd761b176f79,4.1328125,21,False
0318fac201f2310da568eb2ead2bc71a,4.302083333333334,14,False
c8e3c516715628595ca0a1d364726aae,3.184375,17,False
5986cbd9b0a5d1fea5c476b1635f66df,3.70625,21,False
88eda369a889a30474e729c047a28e7b,4.78125,14,False
8d578d8dbc3e181d020ed7122bbc6f2e,4.575,18,False
926c3d3e12e14c881d0cb80ec5ab8d63,4.84375,15,False
4d2e20cca9f15707fa411b93856bc8ff,3.96875,29,False
aec1f77e0621a06f8b96d2b22f1f00d9,3.707217261904762,30,False
53cdd22a2b158a9851b85da7bd114775,4.0125,23,False
4def02655451351f60c99998c974ec4f,4.1360367063492065,31,False
846faa2d38ada14ad7667787e200d0b1,3.8520833333333337,23,False
aafbec5aef464dfe93d119b1183c82aa,3.5026041666666665,25,False
f94df1ccb7200c934cc6538f63fd6b0f,3.9732142857142856,18,False
b4c32128564ac8d8222ddcc296374cc3,3.9526785714285717,23,False
69d48916ea9f583830ae4b3e4f096758,3.758928571428571,25,False
9d1c87ca6269f9f9234d29d805a6e0f4,3.78125,21,False
fe9d64d873767cd9dafc1974796f8200,4.161458333333334,27,False
55fb2c5f8cb448c7174fbe701e130134,3.453125,20,False
650176b444c2d329eb03af43f2d9f97c,3.6083333333333334,13,False
c4d00648e39608c5bf28169d69556124,3.4854166666666666,22,False
1f0d86aa4e40a136444e0d23428cd93d,4.169270833333334,33,False
4318a6adc567e50c4c69c76b982857a3,4.217559523809523,26,False
242bff2a2d673ecf6e728d905611fd2a,2.7041666666666666,27,False
7c9dd92f5cc2123af5169a3a3b7fbf54,3.7651785714285717,24,False
09d1997da504906eb1f4b5d6c5e6ac01,3.3833333333333333,22,False
295fc62b38a4372cbb8bbeafc65b5c99,3.671875,28,False
39cf1523763e37265f92522e71b77dc4,3.2961309523809526,26,False
0087aed8e727df26d2215dac2b657dd2,3.8552083333333336,23,False
f326b787e8037eb6c8db949486b9621e,3.767857142857143,16,False
e2ee19fa4881ea1dcaab0c12fa6d6641,3.7604166666666665,25,False
cf03d87626a205024c2984e9602d918f,3.196428571428571,31,False
94aeff15005056b2c8888821b771516b,4.749404761904762,37,False
6277907f67cecf080200e88f4a48186b,2.678571428571429,27,False
66fc58ed6270f67033fe580773961f02,3.25,10,False
a11ee2d194aeb239c2d3e01c33d9002b,4.656919642857143,37,False
bca85d843f74a1c89df70666e84e4c33,3.868402777777778,30,False
1a722fa8a1b48456156ffaa93156487a,3.7078125,22,False
03b58e15d8bbf00629be209041b5b25f,4.088020833333333,30,False
5db0948a7137bb3dff2258db5b4644ac,3.425,23,False
d0d7d41c3bd6a8193e532f1e81a6f007,4.57938988095238,32,False
bb39c1b1ad3b0aa7149647cc83d59cc7,3.3125,17,False
